sentence_id,line_no,sample_id,source,difficulty,sentence_type,difficulty_score,gold_status,selection_tags,raw_text,gold,char_len,gold_word_count,split,split_role,review_flags,notes,participant_count,sentence_avg_word_f1,sentence_avg_boundary_f1,sentence_exact_match_rate,discrimination_index
198,198,tcm_test_378,TCM-Ancient-Books,high,tcm,64.06,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy,孟诜食经方∶鱼骨哽方,孟诜 / 食经方 / ∶ / 鱼骨哽方,10,4,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.168255,0.390666,0.019231,0.399066
199,199,tcm_test_259,TCM-Ancient-Books,high,tcm,63.87,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,人取蟹脑髓，微熬之，令内疮中，筋即连续,人取 / 蟹 / 脑髓 / ， / 微熬 / 之 / ， / 令内 / 疮 / 中 / ， / 筋 / 即 / 连续,19,14,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.586683,0.792056,0.038462,0.375274
200,200,tcm_test_302,TCM-Ancient-Books,high,tcm,63.61,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,四风搔隐疹∶煮赤小豆，取汁停冷洗之，不过三、四,四风 / 搔 / 隐疹 / ∶ / 煮 / 赤小豆 / ， / 取汁 / 停冷洗 / 之 / ， / 不过 / 三 / 、 / 四,23,15,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.558466,0.762606,0.028846,0.404659
201,201,tcm_test_333,TCM-Ancient-Books,high,tcm,63.53,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,七又，大黄涂肿，米醋飞丹用之,七 / 又 / ， / 大黄 / 涂肿 / ， / 米醋 / 飞丹用 / 之,14,9,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.593093,0.790475,0.038462,0.43087
202,202,tcm_test_358,TCM-Ancient-Books,high,tcm,63.46,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,七又，补中打损折，碾末酒服去瘀血，治小儿疳,七 / 又 / ， / 补中 / 打 / 损折 / ， / 碾末 / 酒服 / 去 / 瘀血 / ， / 治 / 小儿 / 疳,21,15,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.690178,0.8403,0.038462,0.475206
203,203,tcm_test_230,TCM-Ancient-Books,high,tcm,63.01,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,临熟下萝卜三五颗如指大，切葱一握，煮熟,临熟 / 下 / 萝卜 / 三五 / 颗 / 如 / 指大 / ， / 切葱 / 一握 / ， / 煮熟,19,12,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.592424,0.802527,0.0,0.449126
204,204,tcm_test_14,TCM-Ancient-Books,high,tcm,62.8,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy|punctuation_rich,则食前取子三七粒，熟吞之，十服后甚食,则 / 食前 / 取 / 子 / 三七粒 / ， / 熟 / 吞之 / ， / 十服 / 后 / 甚食,18,12,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.48499,0.756439,0.0,0.3298
205,205,tcm_test_141,TCM-Ancient-Books,high,tcm,61.88,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|long_sentence|punctuation_rich,六谨按∶肉∶九月后、正月前食之，则补虚羸瘦弱、利五脏，调血脉,六谨 / 按 / ∶ / 肉 / ∶ / 九月 / 后 / 、 / 正月 / 前食 / 之 / ， / 则 / 补虚 / 羸瘦 / 弱 / 、 / 利 / 五脏 / ， / 调 / 血脉,30,22,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.564444,0.766403,0.028846,0.406281
206,206,tcm_test_413,TCM-Ancient-Books,high,tcm,60.85,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy,槟榔木香羌活川芎桂各半两大黄郁李仁各一两上为细末,槟榔 / 木香 / 羌活 / 川芎 / 桂 / 各 / 半两 / 大黄 / 郁李仁 / 各 / 一两 / 上 / 为 / 细末,24,14,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.408475,0.626802,0.009615,0.428544
207,207,tcm_test_449,TCM-Ancient-Books,high,tcm,60.72,confirmed,ancient_chinese|tcm_ancient_books|medical_domain|sentence_level|holdout|oov_heavy,阿胶一两半甘草三钱黍粘子二钱半马兜铃半两炒杏仁去皮,阿胶 / 一两半 / 甘草 / 三钱 / 黍粘子 / 二钱半 / 马兜铃 / 半两 / 炒 / 杏仁 / 去皮,25,11,test,platform_eval_v2_draft,,Derived from TCM-Ancient-Books aligned sentence and segmentation files with deterministic 80/10/10 split.,104,0.316948,0.651321,0.019231,0.399433
208,208,samechar_TT012,samechar,specialized,samechar,97.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,八了百了标了兵了奔了北了坡。,八了 / 百了 / 标了 / 兵了 / 奔了 / 北了 / 坡 / 。,14,8,resource,platform_eval_v2_draft,,备注：‘八百标兵奔北坡’的强化版。; 释义：pronunciation challenge; 来源：中国城市报·人民网; URL=https://paper.people.com.cn/zgcsb/html/2020-08/17/content_2003906.htm,104,0.199892,0.666909,0.009615,0.170483
209,209,samechar_SC001,samechar,specialized,samechar,91.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,校服除了校徽别别别的，叫别别别的非得别别的。,校服 / 除了 / 校徽 / 别 / 别 / 别的 / ， / 叫 / 别 / 别 / 别的 / 非得 / 别 / 别的 / 。,22,15,resource,platform_eval_v2_draft,,备注：同字连写、多词性“别”、语义还原。; 释义：校服上除了校徽不要别的东西，叫他们别别别的，他们却偏偏要别别的东西。; 来源：当代中国 Our China Story; URL=https://www.ourchinastory.com/cn/12180/%E6%A0%A1%E6%9C%8D%E9%99%A4%E4%BA%86%E6%A0%A1%E5%BE%BD%E5%88%AB%E5%88%AB%E5%88%AB%E7%9A%84%EF%BC%8C%E5%8F%AB%E5%88%AB%E5%88%AB%E5%88%AB%E7%9A%84%E9%9D%9E%E5%BE%97%E5%88%AB%E5%88%AB%E7%9A%84,104,0.51714,0.743756,0.048077,0.598315
210,210,samechar_SC003,samechar,specialized,samechar,91.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,你等一会会会会会会计的人吗？,你 / 等 / 一会 / 会 / 会会 / 会 / 会计 / 的 / 人 / 吗 / ？,14,11,resource,platform_eval_v2_draft,,备注：副词‘一会’、助动‘会’、动词‘会会’。; 释义：你等一会儿，会不会去会见懂会计的人吗？; 来源：当代中国 Our China Story; URL=https://www.ourchinastory.com/cn/12184/%E4%BD%A0%E7%AD%89%E4%B8%80%E4%BC%9A%E4%BC%9A%E4%BC%9A%E4%BC%9A%E4%BC%9A%E4%BC%9A%E8%AE%A1%E7%9A%84%E4%BA%BA%E5%90%97%EF%BC%9F--,104,0.682881,0.811807,0.0,0.320087
211,211,samechar_SC006,samechar,specialized,samechar,91.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,用毒毒毒蛇，毒蛇会不会被毒毒死？,用毒 / 毒 / 毒蛇 / ， / 毒蛇 / 会不会 / 被 / 毒 / 毒死 / ？,16,10,resource,platform_eval_v2_draft,,备注：公开‘断句题’并给答案。; 释义：用毒药去毒毒蛇，毒蛇会不会被毒死？; 来源：央视新闻转载（腾讯新闻）; URL=https://news.qq.com/rain/a/20210401A09Q1Q00,104,0.489062,0.722862,0.009615,0.433356
212,212,samechar_SC007,samechar,specialized,samechar,91.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,我骑车差点摔倒，好在我一把把把把住了。,我 / 骑车 / 差点 / 摔倒 / ， / 好在 / 我 / 一把 / 把 / 把 / 把住了 / 。,19,12,resource,platform_eval_v2_draft,,备注：第二个‘把’是介词，第三个‘把’指车把。; 释义：我骑车差点摔倒，还好我一下子把车把抓住了。; 来源：央视新闻转载（腾讯新闻）; URL=https://news.qq.com/rain/a/20210401A09Q1Q00,104,0.61542,0.801704,0.009615,0.354765
213,213,samechar_TT002,samechar,specialized,samechar,89.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,这边一个人，挑了一挑瓶。那边一个人，担了一挑盆。瓶碰烂了盆，盆碰烂了瓶。卖瓶买盆来赔盆，卖盆买瓶来赔瓶。瓶不能赔盆，盆不能赔瓶。,这边 / 一个 / 人 / ， / 挑了 / 一挑 / 瓶 / 。 / 那边 / 一个 / 人 / ， / 担了 / 一挑 / 盆 / 。 / 瓶 / 碰烂了 / 盆 / ， / 盆 / 碰烂了 / 瓶 / 。 / 卖 / 瓶 / 买 / 盆 / 来 / 赔 / 盆 / ， / 卖 / 盆 / 买 / 瓶 / 来 / 赔 / 瓶 / 。 / 瓶 / 不能 / 赔 / 盆 / ， / 盆 / 不能 / 赔 / 瓶 / 。,64,50,resource,platform_eval_v2_draft,,备注：偏 p/b。; 释义：pronunciation challenge; 来源：人民周刊·人民网; URL=https://paper.people.com.cn/rmzk/html/2020-05/27/content_1989140.htm,104,0.600568,0.811465,0.0,0.356357
214,214,samechar_TT004,samechar,specialized,samechar,89.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,八百标兵奔北坡，北坡炮兵并排跑，炮兵怕把标兵碰，标兵怕碰炮兵炮。,八百 / 标兵 / 奔 / 北坡 / ， / 北坡 / 炮兵 / 并排 / 跑 / ， / 炮兵 / 怕 / 把 / 标兵 / 碰 / ， / 标兵 / 怕 / 碰 / 炮兵 / 炮 / 。,32,22,resource,platform_eval_v2_draft,,备注：经典 b/p 对立。; 释义：pronunciation challenge; 来源：人民日报海外版-人民网; URL=https://paper.people.com.cn/rmrbhwb/html/2014-09/23/content_1481007.htm,104,0.726528,0.850011,0.096154,0.46792
215,215,samechar_TT007,samechar,specialized,samechar,89.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,黑化肥发灰会挥发，灰化肥挥发会发黑。,黑 / 化肥 / 发灰 / 会 / 挥发 / ， / 灰 / 化肥 / 挥发 / 会 / 发黑 / 。,18,12,resource,platform_eval_v2_draft,,备注：偏 h/f/hui/hua。; 释义：pronunciation challenge; 来源：中国城市报·人民网; URL=https://paper.people.com.cn/zgcsb/html/2020-08/17/content_2003906.htm,104,0.519269,0.711238,0.019231,0.530361
216,216,samechar_TT008,samechar,specialized,samechar,89.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,粉红墙上画凤凰，凤凰画在粉红墙。红凤凰、粉凤凰，红粉凤凰、花凤凰。,粉红 / 墙上 / 画 / 凤凰 / ， / 凤凰 / 画 / 在 / 粉红 / 墙 / 。 / 红 / 凤凰 / 、 / 粉 / 凤凰 / ， / 红粉 / 凤凰 / 、 / 花 / 凤凰 / 。,33,23,resource,platform_eval_v2_draft,,备注：偏 f/h + 鼻韵母。; 释义：pronunciation challenge; 来源：人民网文化频道 / 人民网教育频道; URL=https://culture.people.com.cn/n/2015/0922/c172318-27619888.html,104,0.696204,0.842884,0.086538,0.525354
217,217,samechar_SC002,samechar,specialized,samechar,83.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,差点没上上上上海的车。,差点 / 没 / 上上 / 上 / 上海 / 的 / 车 / 。,11,8,resource,platform_eval_v2_draft,,备注：‘上上/上/上海’边界。; 释义：差点没赶上去上海的车。; 来源：当代中国 Our China Story; URL=https://www.ourchinastory.com/cn/12179/%E5%B7%AE%E7%82%B9%E6%B2%A1%E4%B8%8A%E4%B8%8A%E4%B8%8A%E4%B8%8A%E6%B5%B7%E7%9A%84%E8%BD%A6,104,0.733941,0.845888,0.019231,0.304709
218,218,samechar_SC004,samechar,specialized,samechar,83.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,明明明明明白白白喜欢他。,明明 / 明明 / 明白 / 白白 / 喜欢 / 他 / 。,12,7,resource,platform_eval_v2_draft,,备注：原文提示可把‘明明’‘白白’视作人名。; 释义：明明很清楚地知道白白喜欢他。; 来源：当代中国 Our China Story; URL=https://www.ourchinastory.com/cn/12308/%E6%98%8E%E6%98%8E%E6%98%8E%E6%98%8E%E6%98%8E%E7%99%BD%E7%99%BD%E7%99%BD%E5%96%9C%E6%AC%A2%E4%BB%96-,104,0.733329,0.81108,0.461538,0.686142
219,219,samechar_SC005,samechar,specialized,samechar,83.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|authentic|same_char,小龙女：我想要过过过儿过过的日子。,小龙女 / ： / 我 / 想要 / 过过 / 过儿 / 过过 / 的 / 日子 / 。,17,10,resource,platform_eval_v2_draft,,备注：同形字‘过’的动词/人名/动词。; 释义：小龙女想体验一下过儿经历过的生活。; 来源：当代中国 Our China Story; URL=https://www.ourchinastory.com/cn/12173/%E5%B0%8F%E9%BE%99%E5%A5%B3%EF%BC%9A%E6%88%91%E6%83%B3%E8%A6%81%E8%BF%87%E8%BF%87%E8%BF%87%E5%84%BF%E8%BF%87%E8%BF%87%E7%9A%84%E6%97%A5%E5%AD%90-,104,0.547009,0.7912,0.038462,0.441157
220,220,samechar_SC103,samechar,specialized,samechar,83.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|constructed|same_char,你先把把手把紧。,你 / 先 / 把 / 把手 / 把紧 / 。,8,6,resource,platform_eval_v2_draft,,备注：人工构造，考介词“把”、名词“把手”和动词“把紧”；已修正原始样本文字中的重复字问题。; 释义：你先把门把手握紧。; 来源：constructed by assistant,104,0.587769,0.791774,0.038462,0.496953
221,221,samechar_TT001,samechar,specialized,samechar,81.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,四个孩子上果市，拿着四个小篮子。花了硬币四毛四，买了十个小柿子。四个孩子出果市，拾了四十小石子。到了家里吃柿子，吃完柿子玩石子。,四个 / 孩子 / 上 / 果市 / ， / 拿着 / 四个 / 小 / 篮子 / 。 / 花了 / 硬币 / 四毛四 / ， / 买了 / 十个 / 小柿子 / 。 / 四个 / 孩子 / 出 / 果市 / ， / 拾了 / 四十 / 小 / 石子 / 。 / 到了 / 家里 / 吃 / 柿子 / ， / 吃完 / 柿子 / 玩 / 石子 / 。,64,38,resource,platform_eval_v2_draft,,备注：偏 s/sh + i 音近混淆。; 释义：pronunciation challenge; 来源：人民周刊·人民网; URL=https://paper.people.com.cn/rmzk/html/2020-05/27/content_1989140.htm,104,0.52805,0.792481,0.0,0.315969
222,222,samechar_TT003,samechar,specialized,samechar,81.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,胡图用笔画葫芦，葫芦画得真糊涂，糊涂不能算葫芦，要画葫芦不糊涂，胡图决心不糊涂，画出一只大葫芦。,胡图 / 用 / 笔 / 画 / 葫芦 / ， / 葫芦 / 画得 / 真 / 糊涂 / ， / 糊涂 / 不能 / 算 / 葫芦 / ， / 要 / 画 / 葫芦 / 不 / 糊涂 / ， / 胡图 / 决心 / 不 / 糊涂 / ， / 画出 / 一只 / 大 / 葫芦 / 。,48,32,resource,platform_eval_v2_draft,,备注：偏 h/l。; 释义：pronunciation challenge; 来源：人民周刊·人民网; URL=https://paper.people.com.cn/rmzk/html/2020-05/27/content_1989140.htm,104,0.61657,0.816957,0.0,0.445004
223,223,samechar_TT006,samechar,specialized,samechar,81.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,牛郎年年念刘娘，刘娘年年恋牛郎。,牛郎 / 年年 / 念 / 刘娘 / ， / 刘娘 / 年年 / 恋 / 牛郎 / 。,16,10,resource,platform_eval_v2_draft,,备注：偏 n/l。; 释义：pronunciation challenge; 来源：中国城市报·人民网; URL=https://paper.people.com.cn/zgcsb/html/2020-08/17/content_2003906.htm,104,0.485636,0.699178,0.038462,0.55586
224,224,samechar_TT010,samechar,specialized,samechar,81.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,白石塔，白石搭。白石搭白塔，白塔白石搭。搭好白石塔，白塔白又大。,白石塔 / ， / 白石 / 搭 / 。 / 白石 / 搭 / 白塔 / ， / 白塔 / 白石 / 搭 / 。 / 搭好 / 白石塔 / ， / 白塔 / 白 / 又 / 大 / 。,32,21,resource,platform_eval_v2_draft,,备注：白/石/塔/搭反复交替。; 释义：pronunciation challenge; 来源：陕西频道·人民网（搜索结果片段）; URL=https://sn.people.com.cn/n2/2023/1015/c186331-40603949.html,104,0.665223,0.833715,0.0,0.47566
225,225,samechar_SC101,samechar,specialized,samechar,75.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|constructed|same_char,老师让你数数数不清的星星。,老师 / 让 / 你 / 数数 / 数不清 / 的 / 星星 / 。,13,8,resource,platform_eval_v2_draft,,备注：人工构造，补充‘数’的动词/结果补语边界。; 释义：老师让你数一数那些数不清的星星。; 来源：constructed by assistant,104,0.676082,0.803423,0.105769,0.408536
226,226,samechar_SC102,samechar,specialized,samechar,75.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|constructed|same_char,她说明天天会更冷。,她 / 说 / 明天 / 天 / 会 / 更冷 / 。,9,7,resource,platform_eval_v2_draft,,备注：人工构造，考“明天 / 天”边界；已修正原始样本文字中的重复字问题。; 释义：她说明天的天气会更冷。; 来源：constructed by assistant,104,0.462677,0.67452,0.009615,0.35586
227,227,samechar_SC104,samechar,specialized,samechar,75.0,confirmed,modern|sentence_level|specialized_hardcase|same_char_segmentation|constructed|same_char,我想上上周上过的那门课。,我 / 想 / 上 / 上周 / 上过 / 的 / 那门 / 课 / 。,12,9,resource,platform_eval_v2_draft,,备注：人工构造，考‘上/上周/上过’。; 释义：我想去上上周上过的那门课。; 来源：constructed by assistant,104,0.623349,0.801307,0.048077,0.380933
228,228,samechar_TT005,samechar,specialized,samechar,73.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,四是四，十是十，十四是十四，四十是四十，要想说对四，舌头要伸直，要想说对十，舌头别伸直。,四 / 是 / 四 / ， / 十 / 是 / 十 / ， / 十四 / 是 / 十四 / ， / 四十 / 是 / 四十 / ， / 要想 / 说对 / 四 / ， / 舌头 / 要 / 伸直 / ， / 要想 / 说对 / 十 / ， / 舌头 / 别 / 伸直 / 。,44,32,resource,platform_eval_v2_draft,,备注：经典 s/sh 对立。; 释义：pronunciation challenge; 来源：人民日报海外版-人民网; URL=https://paper.people.com.cn/rmrbhwb/html/2018-07/20/content_1869123.htm,104,0.715606,0.862648,0.0,0.316089
229,229,samechar_TT009,samechar,specialized,samechar,73.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,吃葡萄不吐葡萄皮，不吃葡萄倒吐葡萄皮。,吃 / 葡萄 / 不 / 吐 / 葡萄皮 / ， / 不 / 吃 / 葡萄 / 倒 / 吐 / 葡萄皮 / 。,19,13,resource,platform_eval_v2_draft,,备注：经典 pu/tu 对立。; 释义：pronunciation challenge; 来源：新华网访谈（举例提及）; URL=https://www.xinhuanet.com/xhft/201311/wz.htm,104,0.728618,0.854838,0.173077,0.584918
230,230,samechar_TT011,samechar,specialized,samechar,73.0,confirmed,modern|sentence_level|specialized_hardcase|tongue_twister|authentic|phonetic_challenge,大兔子，大肚子，要吃大兔子的大肚子。,大 / 兔子 / ， / 大 / 肚子 / ， / 要 / 吃 / 大 / 兔子 / 的 / 大 / 肚子 / 。,18,14,resource,platform_eval_v2_draft,,备注：低难度热身题。; 释义：pronunciation challenge; 来源：人民网教育频道（搜索结果片段）; URL=https://edu.people.com.cn/n/2013/0924/c356900-23019982.html,104,0.76106,0.878764,0.25,0.548232
